Pos,Constructor,BRA,RSA,USW,ESP,BEL,MON,SWE,FRA,Unnamed: 10,GBR,GER,AUT,NED,ITA,CAN,USA,JPN,Pts[21]
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,Ferrari,1,1,1,2,1,1,3,Ret,1,9,WD,2,2,6,3,5,83,
2,McLaren-Ford,6,2,5,1,6,5,5,1,Ret,1,4,1,Ret,1,1,3,74 (75),
3,Tyrrell-Ford,2,4,3,Ret,4,2,1,2,2,2,11,5,5,2,2,2,71,
4,Lotus-Ford,Ret,10,Ret,3,Ret,Ret,Ret,5,Ret,5,3,3,13,3,Ret,1,29,
5,Penske-Ford,Ret,5,NC,Ret,7,10,Ret,3,3,7,1,Ret,11,10,6,Ret,20,
6,Ligier-Matra,Ret,Ret,4,12,3,12,4,14,DSQ,Ret,2,Ret,3,Ret,Ret,7,20,
7,March-Ford,4,8,10,Ret,Ret,4,7,7,Ret,Ret,6,6,1,9,5,Ret,19,
8,Shadow-Ford,3,7,7,8,9,7,9,8,4,8,Ret,4,8,11,10,10,10,
9,Brabham-Alfa Romeo,10,Ret,9,4,Ret,9,8,4,8,4,Ret,Ret,Ret,7,Ret,Ret,9,
10,Surtees-Ford,,11,NC,9,5,Ret,13,16,5,10,9,8,12,15,8,4,7,
11,Fittipaldi-Ford,11,17,6,Ret,DNQ,6,Ret,Ret,6,13,Ret,Ret,15,Ret,9,Ret,3,
12,Ensign-Ford,,14,8,5,Ret,13,Ret,18,Ret,Ret,Ret,Ret,10,13,Ret,WD,2,
13,Parnelli-Ford,,6,Ret,,,,,,,,,,,,,,1,
—,Hesketh-Ford,,15,DNQ,DNQ,Ret,DNQ,Ret,17,7,15,8,12,16,20,12,8,0,
—,Wolf-Williams-Ford,8,13,DNQ,7,11,11,Ret,10,DNQ,Ret,Ret,Ret,DNQ,Ret,14,Ret,0,
—,Boro-Ford,,,,13,8,DNQ,Ret,,,WD,,Ret,Ret,,,,0,
—,Kojima-Ford,,,,,,,,,,,,,,,,11,0,
—,Brabham-Ford,,,,DNQ,12,,Ret,DNQ,Ret,DNS,12,,WD,,,WD,0,
—,BRM,Ret,WD,,,,,,,,,,,,,,,0,
—,Williams-Ford,,,,DNQ,,,,,,,,,,,,,0,
—,Maki-Ford,,,,,,,,,,,,,,,,DNQ,0,
Pos,Constructor,BRA,RSA,USW,ESP,BEL,MON,SWE,FRA,GBR,GER,AUT,NED,ITA,CAN,USA,JPN,Pts,
